Title,Year,Genre,Synopsis,IMDb id
Carmel,NA,Drama,Goldberg is a mediocre computer programmer. Eisenberg is an emotionally disturbed thug. Unfortunately the two cross paths.,1399533
Besame Mucho,NA,"Comedy, Drama, Romance","For eight and a half years Grego, known as ""The Greek"", is in prison and contimuously planning his revenge former partner, Shaby. So is it a big surprise when the great enemy of Shaby is extracting him from the prison?",0257437
Goldberg & Eisenberg: Til Death Do Us Part,NA,"Comedy, Musical",Three stories about three women: one is trying to find the right guy; one is trying to get a divorce from her runaway husband so she takes hostages; one turns Tel Aviv upside down in order to save a kitten trapped in a storm drain.,2621664
Let's Blow a Million,NA,"Comedy, Horror","A squad of tired soldiers is getting ready for a vacation after training; they accept the gracious invitation of a nearby village to spend their time there, while the village boys are away ...                See full summary »",0133519
Tel Aviv Stories,NA,Drama,"A soldier sets off for a week of patrolling with his unit. It is not long before strange and frightening things begin to happen to all the soldiers, and they start question whether they will come out of this experience alive.",0105416
5 and 5,NA,"Drama, Thriller, War","When thirteen year old Aharon,is selected for the great honor of carrying the big Torah book around the neighborhood in 'Simchat Torah' celebrations, he feels life is finally about to ...                See full summary »",0080834
Freak Out,NA,"Drama, Music","Yair, a teenage runaway flees from the law into the contested Samaria region. There he bonds with a group of boys who live on a remote hill and become his ""family"" while at the same time drag him into a conflict with their Arab neighbors.",3846718
Encirclements,NA,"Crime, Drama",Add a Plot,3824038
Burning Land,NA,Adventure,Add a Plot,15202676
HaSipur Shelanu,NA,Drama,"A group of adventurers search for a treasure of ancient biblical scrolls that the;y believe are hidden in the lost city of Petra, somewhere in Jordan. According to legend, no one has ever ...                See full summary »",19363972
Tel Aviv Call Girls,NA,Drama,"In contemporary Tel Aviv, a mother and daughter confront each other after the death of the father/husband and the discovery of the dead man's secret affair. The daughter is drawn ...                See full summary »",0068754
Brennender Sand,NA,Comedy,"A family of Iraqi-Israelis, each with his or her own weaknesses and determination, gathers for an Independence Day picnic. Their background stories are presented, reaching back as little as...                See full summary »",0053676
A Thousand Little Kisses,NA,"Comedy, Drama",Add a Plot,0133734
Ha-Mangalistim,NA,Drama,"Two Israeli truck drivers give a ride to a nun and transport cloth from her convent, while hauling two tons of fish in a refrigerated truck over rough desert terrain.",0316218
Take Off,NA,"Comedy, Drama, Romance","It all began on one night, when Lily arrived at her therapist's house asking for an emergency session. She wants to explain why she killed her family.",0144968
Big Truck and Sister Clare,NA,Drama,"David is a garage electrician, who dreamt all of his life of becoming a magician, but had no luck in it. His girlfriend Batya wants an ordinary life, but David is still looking for his ...                See full summary »",5198136
Family,NA,Drama,"An Ethiopian immigrant, sets out on a journey through his children's homes after losing his wife. Coming to know some of life's harsh new realities, he tries to survive in his own way.",6211060
Afula Express,NA,"Drama, Fantasy",Add a Plot,0134028
Red Leaves,NA,Drama,Add a Plot,3748640
Strangers in the Night,NA,Comedy,"Gili dreams of becoming an independent woman. Noam, her husband, cannot possibly think of releasing his hold of her, he loves her to death. Their 8-year old son Assaf just wants a ""normal ...                See full summary »",0145588
The Pill,NA,"Crime, Mystery, Thriller",Add a Plot,0142312
Cheer Me Up,NA,Drama,"An heir to a shipping fortune wakes up with amnesia. He discovers that his sister has been kidnapped, his father is unwilling to pay the ransom, and Interpol and the Russian mob after him.",4832000
Ovdim Al Ha'Olam,NA,"Drama, Sci-Fi","About the emotional upheaval of a Palestinian couple's last moments before leaving voluntarily Jerusalem, their native city, to forge a brighter future in France.",0147138
Delirium,NA,Comedy,"Ever wondered what your life would be like if things had gone differently? If you had pursued your passion? If you hadn't met that person? Or what if, in fact, things could not possibly ...                See full summary »",2429276
Last Days in Jerusalem,NA,Drama,Add a Plot,2044013
Psi,NA,Drama,"Noa (Achinoam Nini), a popular Israeli singer of Yemenite descent, prepares for a concert in Jerusalem. She is interrupted by an old Arab man who claims to have been a close friend her ...                See full summary »",7475332
Wisdom of the Pretzel,NA,Drama,"Fifty years after Slow Down by Avraham Heffner won a prize at Venice Film Festival, top alumni of the Jerusalem Sam Spiegel Film School challenge the 1968 legendary black and white ...                See full summary »",0342535
The Golden Pomegranate,NA,"Comedy, Music",Add a Plot,1719671
Voice Over,NA,Drama,Add a Plot,9747894
Mrs. Moskowitz and the Cats,NA,"Comedy, Drama, Fantasy",Add a Plot,1486803
The Jolly Cobbler,NA,"Comedy, Drama",Add a Plot,6123198
Mat Iisusa,NA,Drama,"Joy Levine lives in an old apartment that, in complete contrast to her, is shabby and worn-out on the outside while well-kept and filled with joy on the inside. Her life changes when she ...                See full summary »",0097849
"Joshua, Joshua",NA,"Drama, Crime",Add a Plot,0126131
Muchrachim Lehiyot Same'ach,NA,Drama,Moris Aflalo is a respected man that collects the bill for the neighborhood's boss. A poor decision turns everyones against him.,0480690
Roof of the World,NA,Drama,"Alon undergoes innovative psychotherapy in New York. He embarks on a tempestuous, soul-searching journey, seeking out the details of his mother's childhood in Poland. He does this as a way ...                See full summary »",7804140
The Persuader,NA,Drama,"Hayuta and Berl, an elderly couple, find it hard to adjust to today's Israel and to the social changes surrounding them.",0151542
Epilogue,NA,"Drama, Romance",Add a Plot,2197566
The Dybbuk,NA,Drama,"Joseph, a young handsome unemployed from a small town in the South, spends his nights at the local dance-bar. He's the best Latino dancer in town - all the girls fall for him, charmed by ...                See full summary »",0139168
A Dangerous Dance,NA,Drama,A coming of age tale of the unlikely bond between a kindly British soldier and a spirited Jewish boy set against the backdrop of the birth of the State of Israel.,0830833
The Little Traitor,NA,Drama,"A Palestinian-Israeli boy named Eyad is sent to a prestigious boarding school in Jerusalem, where he struggles with issues of language, culture, and identity.",0818170
A Borrowed Identity,NA,"Drama, War",A beautiful woman who survived a concentration camp goes to Israel in 1948 to track down her Nazi husband who had betrayed her.,2841572
Judith,NA,"Drama, Romance","Daphne's life is peaceful. She has solid marriage with a successful lawyer, two charming children and a nice local bookshop. Recently her father passed away and left her a good deal of ...                See full summary »",0060568
Temptation,NA,Musical,Add a Plot,0392613
The Megillah 83,NA,"Adventure, Comedy, Fantasy","Amit is your run of the mill geek, a computer programmer who leads a perfectly ordinary life with the exception of repeating nightmares. To cheer him up his best friend Maya convince him to...                See full summary »",0085923
The Last Shepherd,NA,"Biography, Drama",Add a Plot,3181962
Mivza Hazala,NA,"Drama, Romance","Romance can find us in the strangest places. When Ella and Gabi meet hiking in the Negev desert, things start off rough but as in the best romantic comedies end smoothly.",0834567
Morning Trail,NA,Drama,"Based on a short story by Abraham B. Jehoshua, the movie follows Eli (Oded Kotler) taking care of an old girlfriend's child for three days. He wants him to get hurt, he worries about him. Will the child survive the three days? Will Eli?",9257662
The Investigation Must Go On,NA,"Comedy, Drama, Romance","Johnny is a B movies director. He meets Mia, a young Julia Roberts look-alike. Johnny decides to create an Israeli version of ""Pretty Woman"" with Mia. As he falls in love with the fantasy, his film turns into reality.",0258635
Three Days and a Child,NA,Comedy,The Arab-Israeli sushi chef Elzober can finally fulfill his dream: to buy a brand new black Legacy. But the day after the purchase the car is stolen.,0138100
Julia Mia,NA,Drama,"Floch, a seventy year old man loses his son, daughter in-law and grandson, who are all killed in a car accident. He goes into deep depression and feels that he can't leave this world ...                See full summary »",6982844
Pink Subaru,NA,Drama,Add a Plot,1557832
Floch,NA,"Drama, History, Romance","The story of the Ovitz dwarf artists who survived the experiments of Mengele at Auschwitz and continued their legacy of entertainment and art as they re-established themselves as the Lilliput Troupe in Haifa, Israel.",0133772
