Title,Year,Genre,Synopsis,IMDb id
Dr. Pomerantz,2013,"Comedy, Crime, Drama","Salah, an Israeli-Arab enterpriser, strives to bring happiness for the children of the Arab sector in Israel by opening a new chain of candy stores. 'The Firm', an Israeli corporation ...                See full summary »",2072948
Sweets,1977,"Drama, Music","Tiki Dayan is an overweight girl who gains the attention of singer Pik. He wants only a professional relationship with her, she wants romance.",2956940
Midnight Entertainer,2017,Comedy,NA,0133396
Nerd Club: The Movie,1981,Drama,Reveals at close range the two levels of emotions existing in individual lives in a kibbutz. An atmosphere of warmth and concern is expressed as Leah's repeated miscarriages cause the ...                See full summary »,7234936
An Intimate Story,2018,Drama,"Realistic Drama. Omri, a young soldier, was injured in a military operation. His loving family and loyal friends are fighting to bring him back to life. They all go through emotional, funny...                See full summary »",0083084
Andante,1993,Drama,NA,1677514
The Babysitter,,"Drama, History, Romance","The story of the Ovitz dwarf artists who survived the experiments of Mengele at Auschwitz and continued their legacy of entertainment and art as they re-established themselves as the Lilliput Troupe in Haifa, Israel.",0143739
7 Dwarfs At Auschwitz,1969,"Comedy, Drama",A love story between two people from different cultures and the relatives who manage to separate them until the lovers again find each other.,9062988
My Margo,1974,Drama,The film is about a successful actress who gets pregnant from a man whose family thinks she is not right for him and he begins another relationship. She murders him and is in prison while ...                See full summary »,0064707
Sarit,2007,"Comedy, Romance","After his girl friend Liat leaves him, Yaniv is depressed to a point that he never leaves his home. His friend Yuda, tries to wean him out of his behavior and suggests that he make a film ...                See full summary »",0152288
Nymphs in the Mist,2012,"Comedy, Crime, Drama","When a repressed high-school teacher loses his job, he decides to pull his entire life down with it. Within the span of a few days, he will kidnap a teenage student, reconnect with his old ...                See full summary »",4677512
Not in Tel Aviv,2013,Drama,"Alfred spent years as a patient in a mental institution, surrounded by his past. His routine is interrupted when Aristotle, a young new patient with a murky history, is assigned to share ...                See full summary »",2176378
Placebo,2022,Drama,A family trip to a Cypriot village seems innocent until the history of the family that used to live there begins to unfold.,2980430
B'ezrat HaShem,2015,"Comedy, Horror","A soldier sets off for a week of patrolling with his unit. It is not long before strange and frightening things begin to happen to all the soldiers, and they start question whether they will come out of this experience alive.",19048670
Freak Out,2014,Drama,"When thirteen year old Aharon,is selected for the great honor of carrying the big Torah book around the neighborhood in 'Simchat Torah' celebrations, he feels life is finally about to ...                See full summary »",3846718
Encirclements,2022,"Drama, Thriller, War","Yair, a teenage runaway flees from the law into the contested Samaria region. There he bonds with a group of boys who live on a remote hill and become his ""family"" while at the same time drag him into a conflict with their Arab neighbors.",3824038
Burning Land,2022,"Drama, Music",NA,15202676
HaSipur Shelanu,1972,"Drama, Mystery, Sci-Fi","In a post-industrial world people are no longer able to dream. A factory run by Mr Terrier sells the frightened, sleepless masses a dreaming experience. Sarah, the single surviving dreamer,...                See full summary »",19363972
Tel Aviv Call Girls,2010,Drama,"This is the story of Nits, a restless bum and a hopeless cynic as he returns from his journey with an obsessive intention of bringing back his ex- girlfriend and their beloved dog. She ...                See full summary »",0068754
Up the Wrong Tree,2013,Romance,"Ron a handsome Israeli gay man wants a kiss on his birthday. When he tries to get it from Sahar, a beautiful blonde hustler in a black leather jacket things don't go quite as planned.",2388797
Send Me an Angel,2003,"Action, Comedy, War","Three friends, with the aid of an American agent, set out to knock the German Army off its feet.",0376172
Operation Shtreimel,1984,"Adventure, Romance","Three friends concoct the ultimate love drug, TLV, and fall in love with the same woman, Renana. Years later, Renana's ex-lovers team up to rescue her from an Indian prison.",0086053
Total Love,2000,"Comedy, Drama","A masseur has very capable ""electrical"" hands for the women who come to him. He begins to take a special interest in three of his clients to whom he offers treatment in a more intimate ...                See full summary »",0270500
Messagest Hatzameret,1981,"Comedy, Crime, Drama","Out of the Blue is a comedy about abortive loves and a friendship which survives them. Shabtai, a junk peddler and Herzel, his aide, drive through the streets of Tel Aviv buying and selling...                See full summary »",0151545
Out of the Blue,2008,"Animation, Comedy","LILY PILEOUS (14) lives in Curly Hill, a land defined by hair. When Lily online meets Ragtop (15) from Baldy Heights and they discovers an earth-shattering secret, they will abandon ...                See full summary »",1290398
Across the Wall,,Drama,"Amos lives alone with his schizophrenic teenage son, whom he refuses to intern in the psychiatry ward - he knows only too well how they treat their patients there. One day, Amos brings home...                See full summary »",5447956
Bena,2009,"Crime, Drama","Based on real events which occurred in 1994 at Ra'anana, Israel. Two 14-year-old teenagers lead themselves downwards into a world of violence, crime, and even murder.",1454447
Buzz,1993,Drama,"The film tells the story of a sensitive and complex relationship between a mother and her ailing son. Like in Hans Christian Anderson's fairy tale ""The Loveliest Rose in the World"" where a ...                See full summary »",0161353
Tied Hands,2006,Drama,"Three interwoven stories of women on the verge of a mental breakdown, seeking a way out of their misery, while confronting secrets that will change them forever. All three women are named ...                See full summary »",0833548
Matinee,2011,"Drama, Music, Romance",NA,1880216
Licking the Raspberry,1992,Biography,The life story of legendary Israeli poet Yona Wallach.,0151326
Yona,2014,"Comedy, Crime, Drama","Singer Avi Biter needs to perform one last robbery to regain his first love - Margaritha. During his quest for love and money, he learns a valuable lesson about friendship and the history of the Jewish people.",2315388
The Last Robbery,2021,Drama,"After fighting the Arab armies, Assaf, an Israeli soldier, falls in love with an American living in the Arab district of Jerusalem. One day, he believes he recognizes a wanted terrorist.",20221848
Worlds Apart,1979,"Adventure, Comedy, Family","A couple of con-men decide to grab a rare eagle's egg that's being transferred from the Ramat Gan Safari Park to a venue on the Golan Heights so it can be added to a dish on a cooking competition, and win a big prize.",0133349
Operation Egg,2017,Comedy,NA,7245120
The Plumber,1986,Drama,NA,0148333
Neve Shaanan,2021,"Drama, Thriller",NA,12562576
Adam,1973,Drama,Sory of young people that the dream is to become actors in the theater.,0133336
Actors,1995,Drama,The rehabilitation center houses and treats thirty young women who have suffered emotional crisis. Alice prefers as little communication as possible with the girls and performs only the ...                See full summary »,0114325
Alice,2012,"Comedy, Drama",Two feuding insurance brokers vie for a big oil company contract. One family sends the son to meet with the prospective clients and the other sends their daughter and the two fall in love.,2219896
Katz and Carrasso,1971,NA,"The romance between a Yochai - a yeshiva student and a sick girl, viewed in retrospect 30 years later by Yochai who is now the Rosh-Yeshia",0142428
HaHefech,2015,Comedy,"Adam is a Christian Arab living in Nazareth - member of a vanishing minority within a minority in the Holy Land and the Middle East. His wife Lamia is a strong, beautiful and progressive ...                See full summary »",13261762
A Responsible Adult,2017,"Action, Drama",A couple becomes hostage when a frantic soldier takes over their house. This social drama depicts the state of the Israeli society following the devastating 1984 war.,8286674
Holy Air,1987,"Animation, Biography, Drama","This animated children's film introduces kids to the life and times of Rashi, history's most studied Biblical commentator. Featuring the voices of Leonard Nimoy and Armand Assante.",6590488
Flash,1999,Drama,Modi Gazit is a average comedian whose agent tries to promote him. After he fails in a TV audition he and his girlfriend plan a scam which will make him appear live on TV. After he manages ...                See full summary »,0133770
Rashi: A Light After the Dark Ages,1988,Drama,NA,0223992
Tel Aviv-Los Angeles,1984,"Crime, Mystery, Thriller","'Milk' is a psychological thriller telling the story of Rafi - a scientist working in a pharmaceutical company, called one day to take his spouse Adi back home from hospital, after she was ...                See full summary »",0145518
Cordonia,2021,Comedy,"The Dealers tells the story of Rami and Avishay, 27 years old friends that share an apartment in a small Jerusalem neighborhood. They spend their days smoking and playing in a soccer team ...                See full summary »",0146576
Halav,2012,Comedy,The Schwartz Dinasty belong to a long tradition of Jewish rabbis. The grandfathers took their faith and turned it into deeds coming to the Land of Israel to start a new life and build a country.,9800124
The Dealers,2005,"Action, Drama",NA,2386321
Schwartz Dynasty,1972,"Action, Drama",One dramatic evening mixes the fates of three young women who live in the same apartment building in a big city.,0480940
Azit Hakalba Hatzanhanit,2001,Drama,"A story of the influence of modern life on a woman, who meets a man in a sculptor's studio, has an affair, and is found dead.",0068244
Giraffes,1969,"Drama, History",NA,0295281
A Woman's Case,2010,"Comedy, Drama",NA,0141603
2048,1975,Drama,"Saul, fortyish, a melancholic dreamer, decides to visit his father whom he hasn't seen in five years, and whom he blames for all his ills. He discovers a possible new life...",1722612
Saint Cohen,2013,Drama,"At the age of 40, Ellen decides to finally learn to read and write. Since no courses are offered in the community college of her hometown, she moves to Berlin. Completely on her own, she is...                See full summary »",0072110
A Strange Course of Events,2010,Drama,"n the final installment of this family-friendly adventure trilogy, Ben is basking in the success of his efforts to make his father, Chico happy -- until an unexpected visit from the ...                See full summary »",2901690
Unbelehrbar,1991,Drama,"Set in the women's camp at Auschwitz in 1945, the film reveals the power of the young Jewish girls who united and fought the Nazis with their most powerful weapon-faith.",1593810
Abba Ganuv III,2012,Drama,"Engineer Zvi Luria starts showing signs of early dementia, preventing him from completing his big project. He decides to take a job as the unpaid assistant to Asa'el Maimoni, a young engineer involved in a secret military project.",0133333
Angels in White,,Drama,"When Josh a film director loses his creative juices, his entire world is turned upside down. Then he finds himself even more stuck - in an impossible reality when he is quarantined in his home following the outbreak of the Coronavirus.",6981178
The Tunnel,2022,"Comedy, Drama","Karni feels detached. Detached from the world, detached from her country, detached from her language and even her own body. That is, until she meets Jessica, who happens to be on a much needed break from her dreamlike American life.",12702898
Stuck,2017,Drama,"Two very different men find themselves sharing a night of danger and suspense: 19-year-old Ami, a killer turned state witness, and 52-year-old Itzhak, head of a religious yeshiva. They have...                See full summary »",19358610
Fuck You Jessica Blair,2019,Comedy,Bumbling private detective Schwartz and his equally inept part Simcha are hired by a man to find out if the man's wife is cheating on him with the family doctor. The blundering duo run ...                See full summary »,6414704
Mirage,1973,Drama,NA,11464360
Schwartz: The Brave Detective,1985,"Crime, Drama",NA,0143123
"Irit, Irit",1974,"Comedy, Drama","Two Israeli truck drivers give a ride to a nun and transport cloth from her convent, while hauling two tons of fish in a refrigerated truck over rough desert terrain.",0148340
Big Truck and Sister Clare,2017,Drama,"It all began on one night, when Lily arrived at her therapist's house asking for an emergency session. She wants to explain why she killed her family.",5198136
Family,1997,"Comedy, Drama, Romance","David is a garage electrician, who dreamt all of his life of becoming a magician, but had no luck in it. His girlfriend Batya wants an ordinary life, but David is still looking for his ...                See full summary »",6211060
Afula Express,2014,Drama,"An Ethiopian immigrant, sets out on a journey through his children's homes after losing his wife. Coming to know some of life's harsh new realities, he tries to survive in his own way.",0134028
Red Leaves,2013,"Crime, Mystery, Thriller","An heir to a shipping fortune wakes up with amnesia. He discovers that his sister has been kidnapped, his father is unwilling to pay the ransom, and Interpol and the Russian mob after him.",3748640
Delirium,2011,Drama,"About the emotional upheaval of a Palestinian couple's last moments before leaving voluntarily Jerusalem, their native city, to forge a brighter future in France.",2429276
Last Days in Jerusalem,(III,"Drama, Sci-Fi","Ever wondered what your life would be like if things had gone differently? If you had pursued your passion? If you hadn't met that person? Or what if, in fact, things could not possibly ...                See full summary »",2044013
Psi,2002,Comedy,NA,7475332
Wisdom of the Pretzel,2010,Drama,"Noa (Achinoam Nini), a popular Israeli singer of Yemenite descent, prepares for a concert in Jerusalem. She is interrupted by an old Arab man who claims to have been a close friend her ...                See full summary »",0342535
The Golden Pomegranate,2006,Drama,"Now that Itzhak's father is in a coma, and dying, Itzhak is finally willing to visit him, thus breaking a ten-year silence. During his visits to the hospital, Itzhak, a beaten and reserved ...                See full summary »",1719671
Things Behind the Sun,2021,"Drama, Musical","The life of Moses as told through the Book of Exodus, the imagination of a dying boy, and the ballads of his father.",0833545
Ballads of the Exodus,,Drama,Plot unknown.,13224844
Aya: Imagined Autobiography,1994,"Biography, Drama","Aya is a woman who, since early childhood, has been driven by her father's ambition to see her become successful. Now she is shooting a film and fragments of dreams ad fantasy alternate with reality.",0109177
Day of Judgment,1974,Drama,"A hotel manager, who left his wife and daughter and immigrated to the U.S.A, returns to Israel to participate in the Yom Kippur War. After he gets injured in a battle, he receives a blood ...                See full summary »",0147738
Dual Entity,1992,Drama,NA,0147267
My Best Friend,,Family,"A special friendship is woven between Iddo, a child who lost his mother in a car accident, and Freddy, an abused street dog. This friendship will lead Iddo to overcome his fears, and Freddy to trust humans again.",12702436
Life Is Life,2003,Drama,"Macky is a fifty years old writer and university profesor. Married with children, he's having an affair with a 30 years-old mother Ayala. He spends his days and nights haunted by his ...                See full summary »",0382072
Kvalim,1992,Comedy,NA,0104654
Lena,1980,Drama,"The story of a woman trying to free her husband from a Russian prison camp. She lives in Israel, organizes strikes, and gains public and press support. But her public life begins to clash ...                See full summary »",0081042
Untitled Dekel Berenson Project,,NA,"Follow the story of an 18 year old Ukrainian immigrant who, after discovering her Jewish heritage, moves to Israel and joins the army as a drill instructor.",13974954
The Flying Camel,1994,Comedy,"A Jewish professor, an Arab trash collector, and a novice Catholic nun encounter each other in a junk yard. Together the threesome decide to rebuild a statue of a flying camel that was the ...                See full summary »",0109867
Patchwork,2021,Drama,"Chara loves her family, and yet she sometimes ponders a life without them. A hesitant friendship with a shy and defiant girl inexorably forces her to confront her existential angst and face a painful past that she's been trying to forget.",10827792
Abu Omar,2020,Drama,"Under a military curfew, Salah sets out on the road to cross the Israeli border carrying his dead son Omar in a bag. Miri, a pregnant single woman, decides to help him out at all costs.",13603598
The House on Chelouche Street,1973,Drama,A fatherless family immigrates to Israel from Egypt during the British Mandate period. The film traces the hardships the family suffers in the politically unstable country.,0069771
Mr. Baum,1997,"Comedy, Drama",Mickey Baum is told by his doctor he has cancer and will die in 92 minutes. During his final hour he makes arrangements while recalling his short life and trying to understand the reality in which he has lived.,0143751
Cartas para Jenny,2007,"Drama, Romance",NA,1212072
Babylon Blues,2011,Drama,An experimental fiction-documentary about a crew shooting a movie inspired by Israeli cult singer Meir Ariel's experimental album Rishumey Pecham (Charcoal Drawings).,2539150
Rachamim,2007,"Comedy, Drama",NA,7176214
Hitchhikers,1998,Drama,"On his way from Haifa to Tel Aviv, Yehezkel Schwartz picks up three hitchhikers- an Orthodox soldier, a free-spirited young woman and an Israeli Arab. The familiar journey from Haifa to Tel...                See full summary »",0162019
The Faithful City,1952,"Drama, History, War","Produced in Israel in English with an international cast, ""The Faithful City"" depicts some of the courage, patience, bravery and understanding that attended the birth of Israel as a free ...                See full summary »",0137508
Antenna,2016,"Comedy, Drama","80-year-old Holocaust survivor Joshua discovers, one morning, that a cellular antenna has been installed on his roof. It turns out that his neighbor rented his part of their rooftop to a ...                See full summary »",6118214
A Place by the Sea,1988,Drama,NA,0151470
The Olive Harvest,2003,Drama,"Upon his release from an Israeli prison, Mazen (Saade) begins to fall in love with Raeda (Adun), his friend since childhood who is already engaged to Taher (Najeeb), Mazen's younger brother.",0430426
Big Shots,1982,Drama,"Four men whose combined intellect does not reach into the triple digits decide to steal a safe full of foreign currency - not from a local bank, but from the police station. Based on a ...                See full summary »",0084342
She Is Coming Home,2013,Drama,"At the end of a lengthy relationship, Michal, 33, returns to her parents' small, cramped apartment in Herzliya, a sleepy, bourgeois suburb. Michal is a young, promising director, who should...                See full summary »",2965510
Once upon a time in Tel Aviv,2021,"Action, Comedy, Crime",A Love triangle between a Tel Avivian Stripper and Two Malicious Gangsters who happen to be best friends,14495752
Breaking,1985,"Comedy, Music",A group of actors goes to the Negev to film a rock Opera about David and Goliath. The budget is slim so the actors have to find solutions and defend their honor.,0152427
Shlager,1979,"Comedy, Music",A dance teacher turned matchmaker searches the obituaries for promising prospects.,0079297
My Michael,1974,Drama,"Based on a novel by Amos Oz. A couple in Jerusalem before the six day war in 1967, fall in love, get married, have a child and drift apart. With Michael away at war, his wife starts ...                See full summary »",0073383
Laugh Lines,2015,Drama,"A once in a lifetime Gift, leads to a crucial result. Dana , 24 , is bearing the load of her family on her frail shoulders and finds out that the price she pays is her youth. Hannah, the 78...                See full summary »",4067160
Matzlema Bli Busha,1988,Comedy,"A young, enterprising comedian makes his way up the ladder of success.",0147037
Tetragrammaton,2017,Animation,"A comics about superhero philosophers, who get involved in various predicaments and try to utter God's name.The movie is made up of eight episodes, each in its own genre. There are ...                See full summary »",7238436
Curfew,1994,Drama,24 hours of family drama during a curfew announced by the Israeli army in a Palestinian refugee camp on the Gaza Strip in 1993.,0109996
The Other War,2008,Drama,"In a middle of a war, three women fight for a normal life, but can never seem to agree on the actual meaning of normal. ""The other war"" tells the tale of Tel-Aviv during the second Lebanon ...                See full summary »",1339670
Valentina's Mother,2008,Drama,"Paula, an elderly Holocaust survivor living in Tel Aviv, resists her only son's attempts to find her a live-in help. Yet, when a local priest introduces her to Valentina, a young Polish ...                See full summary »",1695992
Nadia,1986,Drama,"Immigration police officer Meir, returns from a tour to Buchenwald concentration camp,a prize for decorated policemen, to a brutal deportation of African labor immigrants. A story of ...                See full summary »",0089661
Manpower,2014,Drama,NA,3247816
The Last Love of Laura Adler,1990,Drama,NA,0133343
Scar,1994,"Drama, Music",NA,0162716
Forever Young,1996,"Drama, Romance, War",NA,0135695
Esh Tzolevet,1989,"Action, Adventure, Drama",The secret that held the key for their survival was buried in the sands of time. This is the story of an epic journey that takes place between the present and first century Palestine.,0133739
Suns of Babylon,,Comedy,A candid camera comedy where hidden camera films unsuspecting street passers-by reacting to comic situations the filmmakers set up.,5520394
Crazy Camera,1989,Drama,The love story of a young man who is attached to an older woman until the appearance of a younger girl interrupts him. He has an affair with the younger girl but his love for the older woman makes him return to the nursing home.,0164794
The Dreamer,1970,"Drama, Music","Margalit is a simple girl from Ashdod, waiting tables in her father's restaurant. She dreams of making it in the music industry. Everything changes one night when the famous singer Dudu ...                See full summary »",0065663
Days of Love,2005,Drama,"In the early sixties, Hilik, a ten years old boy who lives in Tel Aviv, Torn between his fear that his father, a holocaust survivor, would abandon him, and the wish to make him happy. Hilik...                See full summary »",0482025
Dear Mr. Waldman,2006,Drama,"Love, family expectations, and religion mix in 19th century Jerusalem. Jacob and Rebecca marry; he's a rabbi, she's dutiful and loving. But she has no children. Months become years. ...                See full summary »",0823493
Women,1996,"Crime, Drama","Four friends in heart and soul with army experience in their past, plan the perfect crime without thinking that reality always surprises those who try to trick it.",0117152
Salt of the Earth,2006,Drama,"Nina, a French pianist, marries Ilan, an Israeli computer scientist. They settle in Israel. Leaving on reserve service, Ilan returns seriously injured. Nina will try to understand the reasons which provoked this drama.",0480559
The Deserter's Wife,1991,Drama,A brother and sister arrive alone in the new country of Israel after World War II where they hope to find their lost mother. The complexities of life with colorful characters in the refugee...                See full summary »,0106895
Newland,1994,Drama,"An israeli man, who recently broke up with his girlfriend, gets to Paris and starts to follow a soon-to-be retired detective for a mysterious reason.",0109737
The Dune,2013,Adventure,"In modern-day Jerusalem, an Arab boy and a beautiful American tourist are accidentally entrusted with a priceless coin from the age of King Herod. Soon the two are falling in love and ...                See full summary »",2251648
The Seventh Coin,1993,Drama,"'Laces' tells the story of a complicated relationship between an aging father and his special-needs son, whom he abandoned while he was still a young boy. Reuben's (60) kidney's are failing...                See full summary »",0105361
Laces,2018,NA,The Changeling.,8524318
The Changeling,2002,"Comedy, Fantasy",NA,0375649
The Revenge of Itzik Finkelstein,1993,Drama,"Ran directs a successful international investment company. He is married to Dana and they have two children. Keren, a musician, is married to Leon, an attorney. David is a successful ...                See full summary »",0107690
Bittersweet,2007,"Drama, War","Somewhat autobiographical, the film opens right after the 6 day war, when Israelis euphoric with victory and the kids dress up as the captured Western Wall in Jerusalem. Now it is 1972. The...                See full summary »",1063685
There Was No War in 72,1995,Drama,"Based on a short story by Abraham B. Jehoshua, the movie follows Eli (Oded Kotler) taking care of an old girlfriend's child for three days. He wants him to get hurt, he worries about him. Will the child survive the three days? Will Eli?",0112428
Three Days and a Child,1967,"Comedy, Drama, Romance","Johnny is a B movies director. He meets Mia, a young Julia Roberts look-alike. Johnny decides to create an Israeli version of ""Pretty Woman"" with Mia. As he falls in love with the fantasy, his film turns into reality.",0138100
Julia Mia,2007,Comedy,The Arab-Israeli sushi chef Elzober can finally fulfill his dream: to buy a brand new black Legacy. But the day after the purchase the car is stolen.,6982844
Pink Subaru,2009,Drama,"Floch, a seventy year old man loses his son, daughter in-law and grandson, who are all killed in a car accident. He goes into deep depression and feels that he can't leave this world ...                See full summary »",1557832
Floch,1972,Comedy,NA,0133772
Restless,2008,Thriller,"When they move to Israel to explore their Jewish heritage and revive their flagging marriage, fiftysomething French emigres Alain and Gisele Gaash arrive in Tel Aviv to find their luggage ...                See full summary »",1075644
Hello Goodbye,2008,"Comedy, Drama","Intense drama based on the 1984 hijacking of bus line 300, in which 41 passengers and a bus driver were attacked and held captive by terrorists in Israel.",1160012
Rescue Bus 300,2018,Drama,"Azulai is a policeman in Jaffa, whose incompetence is only matched by his soft-heartedness. His superiors want to send him to early retirement, but he would like to stay on the force, and ...                See full summary »",8466044
The Policeman,1971,Drama,"In the virtual age, that of the Internet and of social networks, everything is possible, mixing good with evil. Being able to manage the complexity of long-term relationships with the ...                See full summary »",0066374
Betrayal,2021,Drama,"16 year old Jewish Mina, is trying to navigate between a surreal routine dictated by the civil war in Ethiopia and her last days of youth with her Christian boyfriend Eli. When she ...                See full summary »",11233506
Fig Tree,2018,Musical,"Ilan Ben-Natan is a man on his sixties and a well-known professor of astrophysics at the University of Haifa. He is married with Naomi, a 28 years old, attractive book illustrator. Inclined...                See full summary »",6381456
Naomi,2010,Drama,NA,1666165
"Tick, Tick... Boom!",2008,"Drama, Romance, War","Yishai visits his family in Israel and hopes to figure out his future. He becomes closer to his younger brother, Omer, a free spirit. Yishai finds comfort in the crazy and surprising ...                See full summary »",7601668
Take the 'A' Train,2021,"Comedy, Drama","Is the story of Samantha and Dov Ernst, American Zionists who emigrated to Palestine. Kalkofsky, a German Jew and bookseller, left behind his family in Europe. He accommodates Silvia, a young revolutionary against British rule.",15280486
Eden,2001,"Drama, Horror, Thriller","A collection of 6 short movies made to break stereotypical opinions, and celebrate differences as well as maybe even create a little stir. The producer has gathered film makers over a subject - Sexual confusion.",0271017
Fucking Different XXY,2014,Drama,"Rachel Strode, a young immigrant with a dark secret in her past, comes to Israel in the Fall of 1973 to volunteer in a Kibbutz and then to convert to Judaism. Soon, she realizes that the ...                See full summary »",3482790
Children of the Fall,2016,Drama,"Amy, a young woman, runs away from her past and takes a lucky ticket on the ship to America, looking for a fresh start and possibilities. Suddenly she finds herself in the epicenter of a virus pandemic, conspiracy and government espionage.",4177080
Ocean on Fire,2020,"Comedy, Drama, Romance",A story about an Arab girl in a Jewish school.,13045628
Kosnice,2012,Drama,"Thursday morning. Zagreb, Jerusalem, London, Cologne, Prague. Five people. Getting up. Going to work. In five cities-hives, like bees. Looking for the sweeter life then the one they are living now.",2130051
Sh'Chur,1994,"Comedy, Romance",A Westernized teenager struggles to come to terms with the white magic practiced by members of her family.,0111140
Mr Predictable,2016,Drama,NA,5680160
"Again, Forever",1985,Drama,"A highly successful lawyer realises, after a cardiac warning, that he may have squandered his life when he left his first wife and all the ideals of youth she stood for, to marry a neurotic poet and join the rat race for money & success.",0089931
Bye Bye Love,2008,"Drama, Thriller",NA,1512890
Four Days Away from Two Light Years,2014,Drama,NA,11111168
By Summer's End,2011,Drama,"It is the summer of '78, a month to go until the Camp David peace accords, but Michal is not worried by world affairs. Her 7-year-old daughter Maya has yet to learn how to read and write ...                See full summary »",2075088
Thirst,2004,Drama,"A family of five, their two goats and donkey live in the middle of nowhere far from their village home. They earn meager living by producing & selling charcoal, made from the surrounding ...                See full summary »",0398713
Lili Marlene,,Drama,Iconic performer Marlene Dietrich and a young female journalist who survived the Holocaust reconcile with their pasts while falling in love in 1960 Israel.,15045030
Impossible on Saturday,1965,Comedy,"Six sons of a recently deceased Jewish Casanova plan to receive their inheritance, and must convene in Israel and recite a Kaddish (memorial prayer) for their dad.",0158070
Tuvia Vesheva Benotav,1968,Drama,"Russia, 1905. Tevye is the only Jew living in the village of Antevka. He is very poor but things change when, as a token of gratitude for a service rendered, he is given a cow and some food...                See full summary »",0063725
Miss Entebbe,2003,Drama,NA,0359700
Sands of Beersheba,1964,Drama,NA,0060935
Rumpelstiltskin,1987,"Fantasy, Family, Musical","A musical version of the classic story about a miller's daughter who receives help from a mischievous dwarf, then ends up over her head. Now, she and a mute servant girl may be the only hope for her baby son, John.",0093891
Rabies,2010,Horror,"A brother and sister who run away from home find sanctuary in a deserted nature reserve. When the sister falls into the trap of a psychopathic killer, the brother sets out on a race against...                See full summary »",1754000
Upon Her Lips: Pure Feels,2021,Drama,"From Germany to Israel, Sweden to Brazil, girls and women face up to their wants and desires - their passions past, and lovers present. A mix of laughter, tears and warm inside feels, come ...                See full summary »",14406360
Vengeance,1977,Western,Tom's parents are killed by Mexican outlaws after their leader (Van Cleef) rapes his mother as he watched. He sets out to exact revenge and is ultimately helped by a successful gold prospector who has been robbed by the same outlaws.,0076261
Madman,1978,Drama,"While trying to escape from the Soviet Union, a Soviet Jewish man is locked in a mental institution, where he gets brutally tortured for several years. After his release, he's able to ...                See full summary »",0077886
Cover-Up,1991,"Action, Thriller",An ex-U.S. marine journalist battles against time to save lives after uncovering a terrorist plot.,0099312
Footnote,2011,"Comedy, Drama","Eliezer and Uriel Shkolnik are father and son as well as rival professors in Talmudic Studies. When both men learn that Eliezer will be lauded for his work, their complicated relationship reaches a new peak.",1445520
Hanna K.,1983,Drama,An Israeli lawyer is defending a Palestinian charged by The Military Court System in the Israeli-Occupied Territories. It's a tough case because of a strong political background.,0085642
Tel Aviv on Fire,2018,"Comedy, Drama, Romance",Salam is a consultant on a popular Palestinian TV series filmed in Ramallah who rather stupidly runs afoul of an Israeli checkpoint commander who uses his military influence to begin to manipulate Salam and the writing of the show.,5791098
Kicking Out Shoshana,2014,"Comedy, Sport","After falling for a dangerous mobster's girlfriend, a famous athlete puts in motion a wild and comical ruse that will open his eyes to a reality to which stardom had previously blinded him.",3421738
Holly,2006,Drama,"In Cambodia, Holly, a 12 year old Vietnamese girl, encounters Patrick, an American stolen artifacts dealer. The story follows their strong connection and her unrelenting efforts to escape her fate.",0419815
Is That You?,2014,"Drama, Romance","Is That You? Is an Israeli Academy Award Wining film. Staring the renown Alon Aboutboul (London Has Fallen, Dark Knight Rises) as Ronnie, a 60 years old man looking for his old time ex girl friend from 40 years ago.",3830420
Turn Left at the End of the World,2004,"Comedy, Drama","As a family from India moves in to a desert neighborhood in Southern Israel in the 1960's, the family's eldest, beautiful daughter discovers friendship and romance with the lovely local ...                See full summary »",0374279
The Electrifiers,2019,"Drama, Mystery","The Electrifiers won the 1984 Best New Artist Award for a smash hit which no one remembers, and have been stuck in traffic on the fast track to international stardom ever since. Thirty ...                See full summary »",11115532
A Letter from the Past,2012,Drama,"It took the letter 28 years to arrive from Berlin, East Germany to Tel-Aviv, Israel. But what troubles Menachem is the content of the letter. He's afraid to find out what the brother he ...                See full summary »",2517110
Two Heartbeats,1972,Drama,"An Israeli law student puts himself through school by donating sperm. When he is injured and becomes impotent, he becomes obsessed about fathering children and searches for the woman who was the last recipient of his donated sperm.",0142846
Le cantique des pierres,1991,"Drama, Romance","Two Palestinian lovers, parted during the 60s when he is imprisoned for resisting the Israeli occupation and she sorrowfully emigrates to the US, come together again in Jerusalem some 18 ...                See full summary »",0175512
Abba Shahor Lavan,2003,Drama,"A couple, Tamara and Alon meet each other in a hotel suite for a day full of fantasy, they are celebrating their 10th wedding anniversary and this is their routine celebration. But this ...                See full summary »",0358347
Love Birds,2017,"Biography, Drama","Louis 'Lepke' Buchalter is head of Murder Inc., the syndicate that spattered the headlines of the day with blood.",6076004
Lepke,1975,"Comedy, Drama",A unit of female Israeli soldiers at a remote desert base bide their time as they count down the minutes until they can return to civilian life.,0073279
Zero Motivation,2014,"Comedy, Drama","A bittersweet comedy about a middle-class suburban couple in their 60s who are drawn to their new neighbor, a charismatic bachelor who has karaoke evenings at his apartment.",3576084
Karaoke,2022,"Drama, Family, Sport","Yonatan, Michal's dad, turned orthodox and left her family when she was very yang. 7 years later, when he appears at her mother's funeral, all the anger and tensions in the family are ...                See full summary »",14300518
