Title,Year,Genre,Synopsis,IMDb id
Warriors,1994,"Comedy, Drama, Romance","After an injury upends her ambitious career as a dancer, Mia escapes her life in Tel Aviv for a temporary stay in Brooklyn. Looking for meaning and a new lease on life, she accepts a ...                See full summary »",0111670
Don't Let the Night End,2019,Drama,"Set against the backdrop of another Israeli war, in Tel Aviv, Amir and Johnny's long time friendship is put to the test, right before their 40th birthday as they set out on a quest of self ...                See full summary »",5663804
Snowland,2020,"Drama, War","A Bedouin woman hides an Israeli pilot from Egyptian soldiers. While the Egyptian soldiers torture her to get information, the Israeli soldiers rescue her.",9733150
Clouds Over Israel,1966,Drama,"GOLEM is a film about two drifting souls living on the edge. They are lost, disconnected and have forgotten how to interact with others, yet they cry out for warm contact and touch. ...                See full summary »",0056494
Golem,2014,Drama,"Jerusalem, 1966. In a crumbling old building in the center of the city, lives a small family. Eli, the father, is at work all day. His wife Ruthy is locked up inside her own world and ...                See full summary »",3812648
Plasticine,2013,"Comedy, Drama","The firm of Green, Greenberg and Greenbaum is in trouble: large quantities of jam are missing from the storage. Worse, two of the senior partners are murdered. The incompetent inspector ...                See full summary »",2980684
999 Aliza: The Policeman,1967,"Comedy, Drama","Three youngsters invent a "" make good"" application and have to deal with money and success",0133330
Gesta,2017,Drama,The ex-lover of a middle class woman appears on her birthday after 20 years. Both the mother and the daughter are romantically attracted to him.,6511244
First Love,1982,Drama,NA,0133342
Beach Boys,1992,Drama,"Aya, who's waiting for her husband at the airport, picks up a complete stranger instead and drives him to his hotel. The stranger disappears, but leaves Aya with the key to his room, and the question how far she'll go to recreate intimacy.",0143761
Dead Language,,Drama,"Adapted from Yoram Kaniuk's best-selling novel, this heart-rending love story unfolds during the siege of Jerusalem in 1948. A young and beautiful volunteer nurse is drawn to the enigmatic ...                See full summary »",12839450
"Himmo, King of Jerusalem",1987,"Animation, Drama, Family","The film follows the journey of Kitty, the imaginary friend to whom Anne Frank dedicated her diary. A fiery teenager, Kitty wakes up in the near future in Anne Frank's house in Amsterdam ...                See full summary »",0093192
The Debt,2010,"Drama, Thriller","In 1965, three Mossad Agents cross into East Berlin to apprehend a notorious Nazi war criminal. Thirty years later, the secrets the Agents share come back to haunt them.",1226753
Schizoid,1980,"Drama, Horror, Mystery","An advice columnist in the midst of getting a divorce begins receiving threatening notes from an anonymous stalker. Meanwhile, members of her group therapy session are being murdered by an unknown assailant.",0081459
The Swimmer,2021,"Drama, Sport","Sees the discriminative tendencies in sports against LGBTQ people, and how a sportsman learns to accept and love himself despite that.",15041866
Holy Lands,2017,"Comedy, Drama","Harry Rosenmerck, an Ashkenazi Jewish American cardiologist, left everything to become a pig farmer in the Holy Land.",6383494
Full Speed,2021,Action,"A group of top-notch teenage riders compete against one another for the chance to make it to the world's leading motorized academy in Daytona, Florida. Only this year, the competition ...                See full summary »",11647568
Room 514,2012,Drama,"A beautiful, determined Israeli military investigator fights for justice when she interrogates ruthless young officers accused of brutalizing Arab civilians. Her only escape is a torrid affair with a fellow officer.",2205501
Kidon,2013,"Action, Comedy",A surprising and twisted spy comedy about the Mossad's attempts to find out who killed Mahmoud Al-Mabhouh.,2991008
Palestine,2017,Drama,"Somewhere in the West Bank, Chaim, an Israeli soldier is injured during an accident, losing his memory as a result. When the young man is found wandering lost by a Palestinian villager, he ...                See full summary »",7081810
Saving Neta,2016,Drama,"Directed by multi-award winner Nir Bergman (BROKEN WINGS), SAVING NETA tells the stories of four women whose lives change after their brief encounter with a man called Neta. Humour, drama, ...                See full summary »",5261088
Victory,2022,"Drama, Musical","An Original Musical. Israel 1967 - When life becomes a musical, not everyone can keep up with the beat.",15066586
Summer Story,2004,Drama,"Summer 1982. With the war raging in Lebanon, 13 year-old Gal works as a postman in a village emptied of men because almost all the male inhabitants have been conscripted to fight at the ...                See full summary »",0420229
Over the Ocean,1991,Drama,NA,0104834
A Tramway in Jerusalem,2018,Drama,"On a tramway that connects several of Jerusalem's neighborhoods from East to West, a mosaic of people from different religious and ethnic backgrounds are brought together.",8896640
Junction 48,2016,"Action, Biography, Crime","Set against a backdrop of the Israeli-Palestinian conflict, Palestinian rapper Kareem and his singer girlfriend Manar struggle, love and make music in their crime-ridden ghetto and Tel Aviv's hip-hop club scene.",5140182
Eminent Domain,1990,"Drama, Thriller","A high-ranking Polish politburo member is banished from the party, and must find out why. Set in 1979 Poland before the Solidarity events.",0101809
The Big Dig,1969,Comedy,A slapstick comedy lampooning bureaucracy and the madness of everyday life in Israel centers on an escaped lunatic who digs up the streets of Tel-Aviv with a drill.,0065076
Halfon Hill Doesn't Answer,1976,Comedy,"Swindler Sergio Konstanza owes money to Mr. Hasson. He escapes to the desert where he joins a wacky Army reserve unit whose Sergeant has his eye on one of Mr. Hasson's daughters, although ...                See full summary »",0073052
Joe + Belle,2011,"Adventure, Comedy","Avram, an Hassadic hippie; Hassan, an Arab inventor; and Tex, a nonchalant Jew, with so different backgrounds and characters, share a liberal view about sexuality. In a world abiding by the...                See full summary »",1930371
Ha-Banana Hashehora,1976,Drama,13 year-old Alex pulls a cruel trick on an old woman in order to be accepted to the group of children. This leads to an unusual bond between the young man and the woman.,0143124
Alex,2004,"Drama, Romance",A love story in Israel in the 80's about an Arabic woman and a newcomer from Russia.,0441837
A Trumpet in the Wadi,2002,"Action, Biography, Drama",NA,0298358
Snow of My Memory,,Drama,"Lolek suffers from alzheimer's disease. He is surrounded by his long term lover who lives next door, his depressed son, beloved granddaughter and his faithful wife, Martha. The surprising ...                See full summary »",2651008
Alaska,2018,"Comedy, Crime, Drama",A dark comedy about two girls who fall in love with their country and with each other en route from Tel Aviv to Sderot (the ongoing target of Qassam rocket attacks).,8040482
Bar 51,1986,"Crime, Drama","After the mother's death, the siblings leave the family home and go to Tel Aviv. They both intend to start a new life. They meet the transgender Apolonia, the owner of Bar 51, who offers them help and work.",0090698
All I Can Do,2022,Drama,"Reut, a young prosecutor, takes over a sexual assault case, based on the sole testimony of Efrat - a rebellious yet fragile victim, who lives with her wild female partner. Reut is reluctant...                See full summary »",21238042
Hunting Elephants,2013,"Comedy, Crime, Drama","In Jerusalem, a bullied teen befriends his grandfather and long lost uncle and soon they decide to solve their financial problems by robbing a bank.",2295196
Torn Apart,1990,"Drama, Romance",An epic love story set against the backdrop of Middle East turmoil.,0100800
Svideteli,2018,"Drama, History, War",The film tells about the history of the Holocaust through the stories of its unwitting Witnesses.,6829438
The Summer of Aviya,1988,"Biography, Drama","A ten year old girl spends her summer with her overly protective mother, a mentally scarred holocaust survivor, while hopefully trying to find her real father in the newly established state of Israel.",0095433
The Band,1978,"Comedy, Drama, Musical",Comedic musical about an army singing group.,0079430
Jeruzalem,2015,"Horror, Sci-Fi, Thriller","When a couple of American young adults fly to Israel to visit the city of Jerusalem, a biblical nightmare falls upon them.",4552524
The Angel,2018,"Action, Biography, Drama","As his country prepares for war, top Egyptian official Ashraf Marwan makes contact with Israel and wades into a shadowy game of high-stakes espionage.",5968274
The Cakemaker,2017,"Drama, Romance",A German pastry maker travels to Jerusalem in search of the wife and son of his dead lover.,4830786
The Operative,2019,Drama,A woman is recruited by the Mossad to work undercover in Tehran.,8000718
Boche BaGeshem,1996,Comedy,NA,8310632
